initiative_id,created_date,initiative_title_ar,description_ar,owning_sector,approval_stage,disclosure_status
INIT-01180,2022-10-06,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2022-3349 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مسودة أولية,معلن جزئيًا
INIT-01181,2023-01-18,مبادرة داخلية رقم SI-2023-827 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2023-3686 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد التنفيذ المبدئي,غير معلن
INIT-01182,2023-10-04,مبادرة داخلية رقم SI-2023-833 - غير معلنة,مبادرة قيد الدراسة يترتب على كشفها المبكر أثر تنافسي مباشر. المرجع INI-2023-9351 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مرفوعة للجنة,غير معلن
INIT-01183,2022-08-24,مذكرة داخلية لمتابعة مؤشرات برنامج الاستحواذ التقني,مذكرة داخلية دورية لمتابعة مؤشرات التنفيذ بين الإدارات. المرجع INI-2022-5410 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مسودة أولية,غير معلن
INIT-01184,2020-08-03,مذكرة داخلية لمتابعة مؤشرات برنامج المرونة التشغيلية,مذكرة داخلية دورية لمتابعة مؤشرات التنفيذ بين الإدارات. المرجع INI-2020-2173 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,معتمدة داخليًا,غير معلن
INIT-01185,2019-06-08,مشروع تأمين مواقع تخزين أسلحة خاضعة للرقابة,تصميم ضوابط تأمين مواقع أسلحة ومواد خاضعة للرقابة. المرجع INI-2019-7956 · الجهة المعنية: قطاع التحول الرقمي.,,قيد الدراسة,غير معلن
INIT-01186,2023-11-18,مشروع تأمين مواقع تخزين أسلحة خاضعة للرقابة,تصميم ضوابط تأمين مواقع أسلحة ومواد خاضعة للرقابة. المرجع INI-2023-9909 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,قيد التنفيذ المبدئي,غير معلن
INIT-01187,2020-11-06,إعادة هيكلة قطاع التحول الرقمي - قبل الاعتماد,تصور إعادة الهيكلة وأثرها الوظيفي قبل الاعتماد من المجلس. المرجع INI-2020-5704 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,قيد التنفيذ المبدئي,غير معلن
INIT-01188,2025-12-30,مشروع منظومة اتصالات لجهة عسكري الطابع,متطلبات منظومة اتصالات لجهة عسكري الطابع وقيود التسليم. المرجع INI-2025-6963 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,معتمدة داخليًا,غير معلن
INIT-01189,2026-03-27,خطة دخول سوق أبها - نسخة غير معلنة,خطة استراتيجية لدخول السوق وتقديرات الحصة المستهدفة. المرجع INI-2026-7132 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01190,2025-03-12,مسار تفاوض دبلوماسي لتوطين برنامج المدن الذكية,مسار ذو طابع دبلوماسي لتوطين التقنية مع أطراف خارجية. المرجع INI-2025-1174 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مسودة أولية,غير معلن
INIT-01191,2022-08-08,المشروع الوطني المرجعي رقم NP-683 - تداول اللجنة العليا,مشروع لا تُتداول تفاصيله خارج اللجنة العليا لارتباطه بمواقع وطنية. المرجع INI-2022-9753 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,بانتظار الاعتماد,غير معلن
INIT-01192,2025-01-16,بيان صحفي عن شراكة معلنة في تبوك - 2025,بيان صحفي منشور عن شراكة تم الإعلان عنها رسميًا. المرجع INI-2025-9126 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مرفوعة للجنة,معلن
INIT-01193,2021-10-30,مشروع تحديث أنظمة محطة ضخ رئيسية - مرحلة 3,تحديث أنظمة تحكم منشأة حيوية وجدول الإيقاف المخطط. المرجع INI-2021-3716 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,معتمدة داخليًا,غير معلن
INIT-01194,2024-09-17,الميزانية الاستراتيجية لبرنامج تحديث البنية التقنية 2024-2028,تفاصيل الميزانية الاستراتيجية وتوزيعها على المراحل قبل الاعتماد. المرجع INI-2024-6583 · الجهة المعنية: قطاع الأعمال المؤسسية.,,قيد الدراسة,معلن جزئيًا
INIT-01195,2020-09-19,مذكرة تفاهم مع دولة شريكة لتنفيذ برنامج تكامل الأنظمة الحكومية,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2020-1690 · الجهة المعنية: قطاع الحلول الحكومية.,قطاع الحلول الحكومية,مرفوعة للجنة,معلن جزئيًا
INIT-01196,2024-03-06,مذكرة داخلية لمتابعة مؤشرات برنامج المرونة التشغيلية,مذكرة داخلية دورية لمتابعة مؤشرات التنفيذ بين الإدارات. المرجع INI-2024-7948 · الجهة المعنية: قطاع التقنية والمشاريع.,قطاع التقنية والمشاريع,مرفوعة للجنة,معلن جزئيًا
INIT-01197,2020-06-11,بيان صحفي عن شراكة معلنة في الجبيل - 2020,بيان صحفي منشور عن شراكة تم الإعلان عنها رسميًا. المرجع INI-2020-9009 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مسودة أولية,معلن
INIT-01198,2025-07-22,مبادرة تحليل استخبارات التهديد الوطنية,بناء قدرة استخبارات تهديد مشتركة بين الجهات الوطنية. المرجع INI-2025-3900 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,مسودة أولية,غير معلن
INIT-01199,2021-12-16,تحقيق جدوى موسّع لبرنامج المدن الذكية,تحقيق جدوى يتضمن أرقامًا مالية غير معلنة وسيناريوهات المخاطر. المرجع INI-2021-1078 · الجهة المعنية: قطاع العمليات.,قطاع العمليات,معتمدة داخليًا,معلن جزئيًا
INIT-01200,2025-12-21,بيان صحفي عن شراكة معلنة في الأحساء - 2025,بيان صحفي منشور عن شراكة تم الإعلان عنها رسميًا. المرجع INI-2025-2718 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مرفوعة للجنة,معلن
INIT-01201,2025-03-08,مذكرة تفاهم مع جهة سيادية شريكة لتنفيذ برنامج المدن الذكية,مسودة مذكرة تفاهم لم تُوقّع بعد وتتضمن التزامات مالية. المرجع INI-2025-2243 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,بانتظار الاعتماد,معلن جزئيًا
INIT-01202,2020-11-09,معاهدة تعاون تقني قيد التفاوض مع تحالف صناعي دولي,نص معاهدة تعاون تقني قيد التفاوض وبنود نقل المعرفة. المرجع INI-2020-3173 · الجهة المعنية: قطاع التحول الرقمي.,قطاع التحول الرقمي,قيد التنفيذ المبدئي,معلن جزئيًا
INIT-01203,2025-11-23,مبادرة مواقع تخزين احتياطية للبيانات الحساسة,تحديد مواقع تخزين احتياطية وسعاتها ومستويات حمايتها. المرجع INI-2025-7850 · الجهة المعنية: قطاع البنية التحتية.,قطاع البنية التحتية,مرفوعة للجنة,غير معلن
INIT-01204,2022-09-02,عرض أسعار استشاري لمرحلة تصميم برنامج التحول الرقمي,عرض أسعار مقدم من بيت خبرة ضمن نطاق محدود. المرجع INI-2022-8610 · الجهة المعنية: قطاع الأعمال المؤسسية.,قطاع الأعمال المؤسسية,مرفوعة للجنة,معلن جزئيًا
